0.0 0
0.01 4
0.02 4
0.03 4
0.04 4
0.05 4
0.06 4
0.07 5
0.08 5
0.09 5
0.1 5
0.11 5
0.12 5
0.13 5
0.14 5
0.15 5
0.16 5
0.17 5
0.18 5
0.19 5
0.2 5
0.21 5
0.22 5
0.23 5
0.24 5
0.25 5
0.26 5
0.27 5
0.28 5
0.29 5
0.3 6
0.31 6
0.32 6
0.33 6
0.34 6
0.35 6
0.36 6
0.37 6
0.38 6
0.39 6
0.4 6
0.41 6
0.42 6
0.43 6
0.44 6
0.45 6
0.46 6
0.47 6
0.48 6
0.49 6
0.5 6
0.51 6
0.52 6
0.53 7
0.54 7
0.55 7
0.56 7
0.57 7
0.58 7
0.59 7
0.6 7
0.61 7
0.62 7
0.63 7
0.64 7
0.65 7
0.66 7
0.67 7
0.68 8
0.69 8
0.7 8
0.71 8
0.72 8
0.73 8
0.74 8
0.75 8
0.76 8
0.77 8
0.78 8
0.79 10
0.8 10
0.81 10
0.82 10
0.83 10
0.84 10
0.85 10
0.86 10
0.87 11
0.88 13
0.89 13
0.9 13
0.91 14
0.92 15
0.93 15
0.94 15
0.95 15
0.96 15
0.97 16
0.98 17
0.99 22
1.0 145
